,customer_id,name,age,gender,income_level,family_size,distance_to_shop(km),lifestyle,food_preferences,interest,martial_status,vehicle,email,phone
191,192,Carl Cabrera,14,female,low,3,4.91,sedentary,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,sloantracy@example.org,2497633144
192,193,Kathy Burke,24,female,low,5,2.91,active,vegan,socializing,unmarried,does_not_have_vehicle,youngnicole@example.com,+1-861-231-3079x05781
193,194,Paul Patterson,29,male,medium,3,0.36,sedentary,vegan,celebratory_cakes,unmarried,has_vehicle,teresa49@example.net,502.515.6875x51915
194,195,Calvin Pena,21,female,low,2,1.62,sedentary,non-vegetarian,socializing,unmarried,has_vehicle,nancybailey@example.net,299-914-0221x0315
195,196,Mary Mckee,41,female,medium,4,1.34,sedentary,vegetarian,celebratory_cakes,unmarried,has_vehicle,victoria38@example.net,001-518-548-1233x84353
196,197,Brian Rogers,32,female,medium,6,1.04,sedentary,vegetarian,socializing,unmarried,has_vehicle,cannonjake@example.net,001-763-669-1212x8466
197,198,Christine Murray,20,other,high,2,1.27,active,gluten-free,celebratory_cakes,unmarried,has_vehicle,parkercarrie@example.org,314-406-6065
198,199,Stephanie Lozano,29,female,low,6,2.02,sedentary,non-vegetarian,socializing,married,does_not_have_vehicle,pramsey@example.com,392.248.1826
199,200,Brandi Hendricks,26,female,medium,4,2.7,sedentary,vegetarian,foodies,unmarried,does_not_have_vehicle,rcampbell@example.com,979.792.4814x2619
200,201,Jessica Parsons,18,male,medium,5,0.98,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,jesseallen@example.com,9296546451
201,202,Marissa Smith,21,male,low,8,3.95,active,vegan,celebratory_cakes,unmarried,has_vehicle,blairsophia@example.org,(959)862-2831
202,203,Christina Hays,22,other,low,0,0.09,active,vegan,foodies,unmarried,has_vehicle,coxrobert@example.com,6666093602
203,204,Susan Dixon,24,female,medium,3,0.41,sedentary,gluten-free,celebratory_cakes,married,has_vehicle,gonzalescasey@example.com,(694)959-9615
204,205,Russell White,25,female,medium,3,1.21,active,vegetarian,foodies,unmarried,has_vehicle,kenneth30@example.com,795-872-5252
205,206,Mr. Ryan Taylor,42,male,low,4,0.77,active,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,zgeorge@example.net,669.611.0158
206,207,Cory Walker,23,female,low,2,4.62,health_conscious,non-vegetarian,foodies,married,does_not_have_vehicle,pbutler@example.org,001-486-367-1711x70783
207,208,Brandon Stanley,56,female,low,2,1.32,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,pattersonchristopher@example.com,538-513-8131x26427
208,209,Jessica Moore,31,male,medium,4,1.52,health_conscious,non-vegetarian,celebratory_cakes,married,has_vehicle,valerieortega@example.com,+1-822-369-1941x1200
209,210,Paul Weeks,38,male,medium,3,1.18,active,vegetarian,celebratory_cakes,married,has_vehicle,xedwards@example.com,(933)372-1493
210,211,Matthew Nichols,29,female,medium,4,1.31,active,vegan,foodies,unmarried,has_vehicle,deannatorres@example.org,691-567-0998x406
211,212,Julie Jenkins,30,male,low,0,0.68,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,jfoster@example.com,(446)844-0639
212,213,Judy Anderson,34,female,medium,4,7.51,active,non-vegetarian,gourmet_and_baking_enthusiast,married,does_not_have_vehicle,kathleen70@example.net,255.944.2091
213,214,Jessica Hanson,12,male,medium,3,2.61,active,vegan,socializing,unmarried,has_vehicle,richardross@example.com,001-493-443-1843
214,215,Donald Ross,33,male,medium,6,5.26,active,gluten-free,celebratory_cakes,unmarried,has_vehicle,isabella09@example.org,001-440-407-1319x7807
215,216,Erik Pena,34,male,high,3,1.29,active,non-vegetarian,celebratory_cakes,married,has_vehicle,pdavis@example.org,001-964-931-2158x2200
216,217,Jennifer Nelson,24,male,medium,5,2.79,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,nortiz@example.org,305.600.5777
217,218,Sherri Hill,25,female,medium,5,5.68,sedentary,vegan,gourmet_and_baking_enthusiast,unmarried,has_vehicle,lisa69@example.com,347.502.5552
218,219,Maureen Key,27,female,low,5,0.02,active,non-vegetarian,foodies,unmarried,has_vehicle,madison15@example.net,245.848.6677x9514
219,220,Logan Thomas,15,female,medium,4,7.59,health_conscious,vegetarian,socializing,unmarried,has_vehicle,briannelson@example.net,001-751-336-4526x7154
220,221,Destiny Jackson,22,male,low,5,2.16,active,non-vegetarian,foodies,unmarried,has_vehicle,matthewjohnson@example.org,4303665867
221,222,Stanley Vasquez,47,male,medium,5,0.48,active,vegetarian,foodies,unmarried,has_vehicle,ymooney@example.org,(387)950-2279x228
222,223,Lori Robinson,33,female,low,4,1.69,sedentary,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,phillip82@example.org,5055334919
223,224,Bryan Smith,41,male,low,2,0.76,sedentary,vegetarian,foodies,unmarried,has_vehicle,maria92@example.org,2769892732
224,225,Nicolas Andrews,44,female,high,5,4.66,active,gluten-free,celebratory_cakes,married,has_vehicle,hendrickstodd@example.org,(313)406-7997
225,226,Michelle Miles,21,female,medium,2,8.0,health_conscious,vegetarian,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,brendawillis@example.com,001-913-473-5303x03804
226,227,Nathan Norton,24,male,high,6,1.33,active,vegan,foodies,unmarried,has_vehicle,frankjackson@example.org,900.627.2551x11329
227,228,Douglas Hines,24,female,medium,2,2.61,health_conscious,vegetarian,celebratory_cakes,unmarried,has_vehicle,williamsanthony@example.com,923.377.2114
228,229,Jack Richardson,29,female,high,6,1.53,active,vegetarian,socializing,unmarried,does_not_have_vehicle,sharonchavez@example.com,+1-855-482-0602
229,230,Dalton Bridges,22,female,medium,3,1.56,sedentary,non-vegetarian,celebratory_cakes,married,has_vehicle,daniel92@example.com,001-654-287-6272x113
230,231,Jerry Brock,20,female,low,4,2.17,active,vegetarian,celebratory_cakes,married,does_not_have_vehicle,matthewbyrd@example.org,(728)521-4472x432
231,232,Joe Contreras,29,male,high,4,0.49,sedentary,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,charlespugh@example.net,001-681-280-8488x3379
232,233,Lisa Jackson,55,female,high,4,0.77,sedentary,vegetarian,socializing,unmarried,does_not_have_vehicle,crystal51@example.com,+1-715-448-1914
233,234,Lisa Jones,49,male,medium,4,1.43,active,vegetarian,foodies,unmarried,has_vehicle,lwhite@example.net,(488)784-3687x44850
234,235,Karen Thompson,17,male,medium,5,1.22,sedentary,vegetarian,celebratory_cakes,unmarried,has_vehicle,chamberstodd@example.com,001-842-733-7894
235,236,Antonio Robbins,28,female,low,3,2.54,sedentary,vegetarian,celebratory_cakes,unmarried,has_vehicle,yeseniacruz@example.net,(350)764-6429
236,237,Michael Walker,13,male,high,1,3.71,sedentary,non-vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,jennifer77@example.org,+1-344-587-4228x4511
237,238,Tina Herrera,13,female,high,2,0.15,sedentary,vegan,celebratory_cakes,unmarried,does_not_have_vehicle,qklein@example.net,+1-865-829-6668x501
238,239,Morgan Thomas,28,other,low,6,2.21,sedentary,vegan,socializing,unmarried,has_vehicle,dale27@example.org,441-735-4745x815
239,240,Karen Anderson,21,female,low,4,0.91,active,vegetarian,celebratory_cakes,married,has_vehicle,nelsonshawn@example.com,001-457-806-8234x813
240,241,Ashley Vazquez,46,male,medium,2,4.27,active,vegetarian,celebratory_cakes,married,has_vehicle,againes@example.org,001-860-487-1818x96805
241,242,Daniel Newton,12,female,medium,8,0.29,sedentary,gluten-free,health_and_nutrition,unmarried,does_not_have_vehicle,robinsondiana@example.com,2618403862
242,243,John Vance,36,male,medium,5,0.32,active,gluten-free,celebratory_cakes,unmarried,has_vehicle,yfleming@example.net,+1-946-438-5464x876
243,244,Angela Walker,17,female,low,3,1.34,sedentary,non-vegetarian,foodies,married,has_vehicle,romerochristopher@example.net,(858)245-4871
244,245,Noah Walker,62,male,medium,3,5.05,health_conscious,vegetarian,socializing,unmarried,does_not_have_vehicle,julia97@example.net,001-244-713-6018x6956
245,246,Thomas Jacobson,14,female,high,10,0.14,active,non-vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,ronniebrown@example.org,(973)339-5655
246,247,Anthony Smith,32,female,medium,4,5.87,sedentary,vegan,gourmet_and_baking_enthusiast,married,has_vehicle,llopez@example.org,(748)803-3907x1635
247,248,Rebecca Douglas,18,female,medium,4,0.27,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,burnettmichael@example.org,953.908.2818
248,249,Lisa Waters,16,female,medium,4,3.75,health_conscious,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,mdunn@example.org,+1-925-906-5123x9610
249,250,Maria Thomas,20,male,medium,7,0.14,active,vegan,gourmet_and_baking_enthusiast,married,has_vehicle,patricia43@example.net,8476176349
250,251,Martin Garcia,29,male,medium,1,0.52,active,vegetarian,celebratory_cakes,married,has_vehicle,bartonsarah@example.org,2778731146
251,252,Robin Kim,18,female,low,3,2.47,active,non-vegetarian,health_and_nutrition,married,does_not_have_vehicle,ewhite@example.net,+1-744-622-4045
252,253,Brian Brown,41,female,medium,3,0.45,active,vegan,celebratory_cakes,unmarried,has_vehicle,catherinehendrix@example.com,757.868.6941x596
253,254,Seth Flores,29,male,medium,1,0.07,sedentary,vegan,celebratory_cakes,married,has_vehicle,vmartin@example.net,893.639.4718
254,255,Stephanie Wiley,23,female,high,3,0.22,active,vegan,celebratory_cakes,married,has_vehicle,michaelgrant@example.org,498-288-9968x29651
255,256,Nicole Williams,22,male,low,3,2.56,active,vegan,foodies,unmarried,has_vehicle,michaellong@example.org,968-536-7174x69023
256,257,Kimberly Gamble,20,female,low,5,1.59,health_conscious,non-vegetarian,celebratory_cakes,married,does_not_have_vehicle,ortizcharles@example.org,+1-600-385-9038
257,258,Emily King,28,male,medium,5,1.33,active,gluten-free,celebratory_cakes,unmarried,does_not_have_vehicle,selena93@example.org,+1-348-601-4225
258,259,Timothy Mcpherson,17,female,medium,6,1.23,health_conscious,vegan,foodies,married,has_vehicle,westcolleen@example.net,+1-867-850-5659x4743
259,260,Carol Brown,24,other,medium,5,1.63,active,vegan,socializing,unmarried,has_vehicle,sheri75@example.org,733-534-4896
260,261,Christina Martin,29,female,low,4,7.18,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,grahamjason@example.org,788.540.9093
261,262,Lisa Thornton,38,male,low,6,2.7,health_conscious,vegetarian,foodies,married,does_not_have_vehicle,adrianhughes@example.com,001-243-220-6538x240
262,263,Robin Huffman,24,male,high,4,3.54,sedentary,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,william00@example.net,319.649.8793x61817
263,264,Douglas Saunders,33,male,high,3,0.04,sedentary,gluten-free,gourmet_and_baking_enthusiast,unmarried,has_vehicle,jacqueline53@example.com,+1-973-774-6004
264,265,Erin Mullins,19,female,low,4,6.54,active,vegan,celebratory_cakes,unmarried,does_not_have_vehicle,crystalhancock@example.net,(706)289-9018x194
265,266,Christine Warren,33,male,high,5,2.05,sedentary,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,paulbradley@example.com,730-894-3662x82118
266,267,Mrs. Paula Young,19,male,low,4,2.24,active,vegan,health_and_nutrition,unmarried,has_vehicle,alanchang@example.com,255-370-9222
267,268,Mark Lucero,12,male,low,4,0.66,sedentary,non-vegetarian,socializing,unmarried,does_not_have_vehicle,angelaboone@example.com,584-220-3478x1281
268,269,Angel Campbell,27,female,medium,7,1.41,sedentary,vegetarian,foodies,married,has_vehicle,laura70@example.net,525-316-6396
269,270,Tristan Weaver,32,male,medium,10,1.03,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,ajoseph@example.net,(672)309-5841x634
270,271,Ashley Walker,17,male,high,4,1.1,active,non-vegetarian,foodies,unmarried,has_vehicle,morganlisa@example.org,001-961-882-1809x3634
271,272,Joseph Henry,24,male,medium,3,0.52,active,vegan,celebratory_cakes,unmarried,has_vehicle,kclark@example.com,433.529.3445x2557
272,273,Michael Fleming,28,female,high,4,5.75,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,ashleybates@example.org,001-797-541-2456x7930
273,274,Charles Jones,29,male,medium,6,2.38,health_conscious,vegetarian,health_and_nutrition,unmarried,does_not_have_vehicle,lchoi@example.org,(371)747-3265x442
274,275,Alison Herman,34,male,low,5,4.08,active,vegan,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,richard75@example.org,(686)329-5994
275,276,Christopher Green,32,female,medium,4,2.27,active,gluten-free,socializing,married,has_vehicle,samantha64@example.org,897.823.9525
276,277,Christopher Norton,31,male,high,3,0.41,active,vegetarian,health_and_nutrition,unmarried,has_vehicle,hannah72@example.com,(427)717-3969x451
277,278,Albert Stewart,25,female,medium,4,5.55,active,vegetarian,gourmet_and_baking_enthusiast,married,has_vehicle,jacob46@example.net,(205)244-5143x06969
278,279,Jeremiah Ross,17,female,medium,5,0.14,active,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,fmoran@example.net,960.849.0101x16218
279,280,Katrina Brown,19,female,medium,2,10.93,active,non-vegetarian,socializing,unmarried,has_vehicle,hailey61@example.com,+1-469-655-1626x570
280,281,Wendy Ford,28,male,high,2,6.44,active,vegetarian,foodies,unmarried,does_not_have_vehicle,martinezkatherine@example.com,+1-258-656-1284
281,282,Nicholas Mata,14,female,medium,7,1.42,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,megan42@example.com,742.693.1946x21110
282,283,Kenneth Guzman,19,female,medium,2,0.66,active,vegetarian,socializing,unmarried,has_vehicle,ajackson@example.com,(709)483-7444x77778
283,284,Sharon Larsen,25,male,high,4,0.43,active,non-vegetarian,celebratory_cakes,married,has_vehicle,casey12@example.net,001-931-285-6904x15577
284,285,Mary Shepherd,14,female,low,6,5.79,health_conscious,vegan,gourmet_and_baking_enthusiast,unmarried,has_vehicle,wperez@example.net,(925)535-8683x951
285,286,Stacey Moreno,32,male,medium,2,1.79,active,vegetarian,celebratory_cakes,married,has_vehicle,richardjackson@example.net,+1-875-286-8855x72402
286,287,Hannah Kim,19,female,medium,2,0.41,health_conscious,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,williamsmichael@example.org,001-908-697-6489x031
287,288,Tammie Cruz,55,other,medium,8,0.45,active,non-vegetarian,socializing,unmarried,has_vehicle,nicholascarter@example.org,468-263-4514x2687
288,289,Mark Rodriguez,31,other,low,7,2.04,sedentary,vegetarian,health_and_nutrition,unmarried,has_vehicle,baileynoah@example.com,856.954.3578x184
289,290,David Byrd,49,female,high,2,5.01,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,rfox@example.net,+1-468-785-3030
290,291,John Robertson,23,male,medium,3,1.27,health_conscious,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,barrerasteven@example.org,6258226828
291,292,Nathan Frederick,27,male,high,4,4.18,sedentary,gluten-free,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,brittany54@example.org,913-993-8666
292,293,Larry Booth,20,female,high,4,0.36,active,vegetarian,celebratory_cakes,married,does_not_have_vehicle,kiddshelby@example.com,001-969-701-3547x5844
293,294,Jason Payne,35,male,medium,3,0.89,active,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,brandymccarthy@example.org,001-911-599-5952x693
294,295,Jasmine Williams,17,female,low,9,2.37,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,courtney22@example.com,431.847.8200
295,296,Patrick Mendoza,34,male,high,7,0.72,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,markmartin@example.net,435-666-8585x3362
296,297,Debra Grimes,19,male,high,1,1.01,active,vegan,socializing,married,has_vehicle,larrygardner@example.org,001-742-473-6479
297,298,Audrey Parsons,43,female,medium,6,0.41,sedentary,non-vegetarian,socializing,married,does_not_have_vehicle,tanya48@example.net,555.699.3940
298,299,Stephanie Lindsey,52,female,medium,2,1.57,active,non-vegetarian,foodies,unmarried,has_vehicle,katelynwatson@example.net,298-717-0894x504
299,300,Joshua Swanson,24,male,medium,4,0.88,active,vegan,health_and_nutrition,unmarried,has_vehicle,zayers@example.org,4609412536
300,301,Tina Smith,41,other,high,8,0.31,active,vegetarian,gourmet_and_baking_enthusiast,married,has_vehicle,lisalogan@example.com,001-263-398-9636x500
301,302,John Ruiz,29,male,medium,6,0.01,active,non-vegetarian,socializing,married,has_vehicle,gardnercalvin@example.com,001-697-546-8226x251
302,303,Mary Wilkinson,33,male,medium,4,3.99,active,non-vegetarian,socializing,unmarried,has_vehicle,elizabethwarren@example.org,878-913-8130
303,304,William Ramos,18,female,low,4,2.51,active,vegetarian,socializing,unmarried,has_vehicle,thaynes@example.org,516.477.1067
304,305,Andrew Smith,23,male,low,4,1.08,active,gluten-free,socializing,unmarried,has_vehicle,glennking@example.net,+1-848-571-9793
305,306,Tina Hogan,73,male,medium,2,0.02,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,apeterson@example.org,2524666323
306,307,Sandra Hatfield,18,male,high,5,0.29,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,phelpsandrew@example.com,406-838-3706x0321
307,308,Kimberly Phillips,34,male,medium,4,1.35,active,non-vegetarian,socializing,unmarried,does_not_have_vehicle,kathleen02@example.net,(473)224-0162x02391
308,309,Justin Ray,31,female,high,3,0.8,sedentary,non-vegetarian,celebratory_cakes,married,has_vehicle,george98@example.net,765-533-9452x516
309,310,Austin Brown,45,male,low,8,1.21,health_conscious,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,tiffanychandler@example.com,001-228-882-1459x92001
310,311,Evelyn Brown,37,female,high,4,1.37,active,vegetarian,celebratory_cakes,married,has_vehicle,kaneandrea@example.org,001-253-699-6952x82379
311,312,Diane Perez,21,male,high,1,0.21,active,vegetarian,health_and_nutrition,unmarried,has_vehicle,wschmidt@example.net,669-449-2107x42232
312,313,Julie Wood,47,female,high,4,0.62,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,maustin@example.org,(957)446-2630x983
313,314,David Weiss,32,male,high,4,0.86,sedentary,vegetarian,celebratory_cakes,married,does_not_have_vehicle,hroberts@example.net,(938)686-7253
